"OCOUNTY","DCOUNTY","trip_mode","primary_purpose","count"
"Dakota","Scott","Bike/Moped","shopping",46
"Dakota","Scott","Bike/Moped","social",15
"Dakota","Scott","Bike/Moped","univ",1
"Dakota","Scott","Bike/Moped","work",47
"Dakota","Scott","Drive-Transit","othmaint",5
"Dakota","Scott","Drive-Transit","school",2
"Dakota","Scott","Drive-Transit","shopping",4
"Dakota","Scott","Drive-Transit","univ",2
"Dakota","Scott","Drive-Transit","work",21
"Dakota","Scott","School Bus","atwork",53
"Dakota","Scott","School Bus","eatout",5
"Dakota","Scott","School Bus","escort",66
"Dakota","Scott","School Bus","othdiscr",33
"Dakota","Scott","School Bus","othmaint",139
"Dakota","Scott","School Bus","school",605
"Dakota","Scott","School Bus","shopping",174
"Dakota","Scott","School Bus","social",3
"Dakota","Scott","School Bus","univ",41
"Dakota","Scott","School Bus","work",210
"Dakota","Scott","Walk","eatout",3
"Dakota","Scott","Walk","othmaint",2
"Dakota","Scott","Walk","school",2
"Dakota","Scott","Walk-Transit","work",2
"Dakota","Scott",NA,"school",222
"Dakota","Sherburne","Auto 2 Person","atwork",4
"Dakota","Sherburne","Auto 2 Person","eatout",3
"Dakota","Sherburne","Auto 2 Person","escort",8
"Dakota","Sherburne","Auto 2 Person","othdiscr",11
"Dakota","Sherburne","Auto 2 Person","othmaint",6
"Dakota","Sherburne","Auto 2 Person","univ",1
"Dakota","Sherburne","Auto 2 Person","work",28
"Dakota","Sherburne","Auto 3+ Person","atwork",2
"Dakota","Sherburne","Auto 3+ Person","eatout",1
"Dakota","Sherburne","Auto 3+ Person","escort",3
"Dakota","Sherburne","Auto 3+ Person","othdiscr",10
"Dakota","Sherburne","Auto 3+ Person","othmaint",2
"Dakota","Sherburne","Auto 3+ Person","social",2
"Dakota","Sherburne","Auto 3+ Person","univ",3
"Dakota","Sherburne","Auto 3+ Person","work",9
"Dakota","Sherburne","Auto SOV","atwork",3
"Dakota","Sherburne","Auto SOV","eatout",4
"Dakota","Sherburne","Auto SOV","escort",4
"Dakota","Sherburne","Auto SOV","othdiscr",24
"Dakota","Sherburne","Auto SOV","othmaint",19
"Dakota","Sherburne","Auto SOV","shopping",2
"Dakota","Sherburne","Auto SOV","social",1
"Dakota","Sherburne","Auto SOV","work",102
"Dakota","Sherburne","Drive-Transit","work",3
"Dakota","Sherburne","School Bus","univ",2
"Dakota","Sherburne","School Bus","work",7
"Dakota","Sibley","Auto 2 Person","atwork",3
"Dakota","Sibley","Auto 2 Person","eatout",5
"Dakota","Sibley","Auto 2 Person","escort",10
"Dakota","Sibley","Auto 2 Person","othdiscr",15
"Dakota","Sibley","Auto 2 Person","othmaint",10
"Dakota","Sibley","Auto 2 Person","school",58
"Dakota","Sibley","Auto 2 Person","shopping",1
"Dakota","Sibley","Auto 2 Person","social",1
"Dakota","Sibley","Auto 2 Person","univ",35
"Dakota","Sibley","Auto 2 Person","work",20
"Dakota","Sibley","Auto 3+ Person","atwork",3
"Dakota","Sibley","Auto 3+ Person","escort",4
"Dakota","Sibley","Auto 3+ Person","othdiscr",8
"Dakota","Sibley","Auto 3+ Person","othmaint",3
"Dakota","Sibley","Auto 3+ Person","school",95
"Dakota","Sibley","Auto 3+ Person","social",1
"Dakota","Sibley","Auto 3+ Person","univ",20
"Dakota","Sibley","Auto 3+ Person","work",8
"Dakota","Sibley","Auto SOV","atwork",5
"Dakota","Sibley","Auto SOV","eatout",2
"Dakota","Sibley","Auto SOV","escort",4
"Dakota","Sibley","Auto SOV","othdiscr",24
